sid,attack_phase,technique_name,technique_number,sub_technique_name,sub_technique_number,attack_reason,traffic_direction,cve_number,cve_creation_date,cve_impact_score,cve_exploitability_score,cve_description,impact_score,category,impact_score_reason,tags
2812911,Initial Access,Exploitation of Public-Facing Application,T1190,Exploit Public-Facing Application,T1190,"The rule detects exploitation attempts against a vulnerability in Internet Explorer, which aligns with initial access tactics where attackers exploit public-facing applications to gain entry into a network.",ext to int,CVE-2015-2490,9/9/15 0:59,10,8.6,"Microsoft Internet Explorer 7 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-2486, CVE-2015-2487, CVE-2015-2492, CVE-2015-2494, CVE-2015-2498, and CVE-2015-2499.",7,Advanced Persistent Threats (APTs),"The rule detects a known vulnerability (CVE-2015-2490) that can lead to successful exploitation of client endpoints, indicating a higher risk of compromise.","webclient,vulnerability,attempted-user,exploit,Web_Client_Attacks**"
2812912,Initial Access,Exploitation of Remote Services,T1210,Exploitation of Vulnerability,T1203,"The rule detects an exploit targeting a known vulnerability in Internet Explorer, indicating an attempt to gain initial access to the client endpoint.",ext to int,CVE-2015-2499,9/9/15 0:59,10,8.6,"Microsoft Internet Explorer 7 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-2486, CVE-2015-2487, CVE-2015-2490, CVE-2015-2492, CVE-2015-2494, and CVE-2015-2498.",8,Malware,The rule detects a known memory corruption vulnerability in Internet Explorer that could lead to successful exploitation and compromise of client endpoints.,"webclient,exploit,vulnerability,javascript,Web_Client_Attacks**"
2812913,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203.001,"The rule targets a known vulnerability in Internet Explorer (CVE-2015-2501) that can be exploited to execute malicious payloads on client endpoints, indicating an initial access phase through exploitation.",ext to int,CVE-2015-2501,9/9/15 0:59,10,8.6,"Microsoft Internet Explorer 9 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Memory Corruption Vulnerability.""",7,Advanced Persistent Threats (APTs),The rule detects a known memory corruption vulnerability in Internet Explorer that can lead to successful exploitation and compromise of client endpoints.,"webclient,exploit,vulnerability,javascript,Web_Client_Attacks**"
2812914,Initial Access,Initial Access,TA0001,Exploit Public Facing Application,T1190,"The rule detects an exploit targeting vulnerabilities in web browsers, which is a common method for attackers to gain initial access to a system.",ext to int,CVE-2015-2509,9/9/15 0:59,10,8.6,"Windows Media Center in Microsoft Windows Vista SP2, Windows 7 SP1, Windows 8, and Windows 8.1 allows user-assisted remote attackers to execute arbitrary code via a crafted Media Center link (mcl) file, aka ""Windows Media Center RCE Vulnerability.""",8,Advanced Persistent Threats (APTs),"The rule detects a potential remote code execution vulnerability that could lead to a successful compromise of client endpoints, indicating a high impact.","remote,execution,web,client,Web_Client_Attacks**"
2812915,Initial Access,Initial Access,TA0001,Exploit Public Facing Application,T1190,"The rule detects potential exploitation of a vulnerability in web client applications, specifically targeting browsers, which aligns with initial access tactics where attackers exploit public-facing applications to gain entry into a system.",ext to int,CVE-2015-2509,9/9/15 0:59,10,8.6,"Windows Media Center in Microsoft Windows Vista SP2, Windows 7 SP1, Windows 8, and Windows 8.1 allows user-assisted remote attackers to execute arbitrary code via a crafted Media Center link (mcl) file, aka ""Windows Media Center RCE Vulnerability.""",8,Advanced Persistent Threats (APTs),"The rule detects a potential successful compromise via a known vulnerability (CVE-2015-2509) that could allow remote code execution, indicating a serious threat to client endpoints.","remote,execution,web,client,Web_Client_Attacks**"
2812916,Initial Access,Initial Access,TA0001,Exploit Public Facing Application,T1190,"The rule is designed to detect attempts to exploit a vulnerability in client applications, specifically targeting web browsers, allowing an attacker to gain initial access to the system.",ext to int,CVE-2015-2509,9/9/15 0:59,10,8.6,"Windows Media Center in Microsoft Windows Vista SP2, Windows 7 SP1, Windows 8, and Windows 8.1 allows user-assisted remote attackers to execute arbitrary code via a crafted Media Center link (mcl) file, aka ""Windows Media Center RCE Vulnerability.""",8,Advanced Persistent Threats (APTs),"The rule detects a potential remote code execution exploit that could lead to a successful compromise of client endpoints, indicating a high security impact.","remote,execution,client,exploit,Web_Client_Attacks**"
2812921,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to .onion domains, which are often associated with Tor usage that can facilitate command and control communication for malware, indicating potential unauthorized access or control.",ext to int,,,,,,3,Command and Control (C2),"The rule detects DNS queries to a .onion domain, which may indicate potential use of TOR for C2 activities. However, it does not confirm a successful compromise, hence a lower impact score.","dns,tor,policy,anomaly,DNS_Onion_Query**"
2812922,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to .onion domains, which are often associated with Tor usage that can facilitate Command and Control communications, indicating potential malicious activity or policy violations.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a DNS query to a .onion domain, which may indicate the use of TOR. While this could suggest potential malicious activity, it does not confirm a successful compromise and is more indicative of policy violation rather than a direct threat.","dns,tor,policy,anomaly,DNS_Onion_Query**"
2812942,Command and Control,Command and Control,T1071,Application Layer Protocol,T1071.001,"The rule detects traffic to an external IP address lookup service, which could indicate that an attacker is attempting to establish command and control communication using application layer protocols.",ext to int,,,,,,3,Social Engineering,"The rule detects a DNS lookup for a potentially suspicious external IP address, but does not indicate a successful compromise.","ipcheck,anomaly,http,external"
2812950,Initial Access,Initial Access,TA0001,Exploit Public Facing Application,T1190,"The rule detects potential exploitation of a vulnerability in web client software, specifically targeting browsers to gain initial access to a client endpoint.",ext to int,CVE-2015-2509,9/9/15 0:59,10,8.6,"Windows Media Center in Microsoft Windows Vista SP2, Windows 7 SP1, Windows 8, and Windows 8.1 allows user-assisted remote attackers to execute arbitrary code via a crafted Media Center link (mcl) file, aka ""Windows Media Center RCE Vulnerability.""",8,Advanced Persistent Threats (APTs),"The rule detects a potential successful remote code execution exploit targeting Windows Media Center, which can lead to full system compromise.","rce,webclient,exploit,initialaccess,Web_Client_Attacks**"
2812951,Initial Access,Initial Access,TA0001,Exploit Public Facing Application,T1190,"The rule detects a potential exploit targeting vulnerabilities in web browsers, specifically related to remote code execution, which aligns with the Initial Access phase as attackers aim to gain entry into the system.",ext to int,CVE-2015-2509,9/9/15 0:59,10,8.6,"Windows Media Center in Microsoft Windows Vista SP2, Windows 7 SP1, Windows 8, and Windows 8.1 allows user-assisted remote attackers to execute arbitrary code via a crafted Media Center link (mcl) file, aka ""Windows Media Center RCE Vulnerability.""",8,Advanced Persistent Threats (APTs),"The rule detects a potential successful exploitation of a known vulnerability in Windows Media Center, which could lead to remote code execution and compromise of client endpoints.","remote,execution,client,exploit,Web_Client_Attacks**"
